treatment_hcp_id,control_hcp_id,method,event_id,event_date,target_ndc_category,specialty,region,pre_period_rx_baseline,control_pre_period_rx_baseline,is_matched,match_rank,control_specialty,treatment_city,control_city,treatment_experience_years,control_experience_years,rx_pct_diff,treatment_city_actual,control_city_actual
1397955463,,rule_based,EVT-0026,2023-10-08,PC_ANTIHYPERTENSIVE,primary care,Southeast,376.5,,False,,,Southeast,,14,,,Chattanooga,
1413519731,,rule_based,EVT-0026,2023-10-08,PC_ANTIHYPERTENSIVE,primary care,Southwest,364.8333333333333,,False,,,Southwest,,13,,,Austin,
1425340662,,rule_based,EVT-0026,2023-10-08,PC_ANTIHYPERTENSIVE,primary care,Southwest,359.8333333333333,,False,,,Southwest,,17,,,Austin,
1526669415,1908168895,rule_based,EVT-0026,2023-10-08,PC_ANTIHYPERTENSIVE,primary care,Southwest,220.83333333333334,209.66666666666666,True,1,primary care,Southwest,Southwest,15,16,5.056603773584914,Tucson,Albuquerque
1536278926,,rule_based,EVT-0026,2023-10-08,PC_ANTIHYPERTENSIVE,primary care,West,554.5,,False,,,West,,13,,,Provo,
1567742360,1939052563,rule_based,EVT-0026,2023-10-08,PC_ANTIHYPERTENSIVE,primary care,West,144.66666666666666,149.66666666666666,True,1,primary care,West,West,8,8,3.4562211981566824,Provo,San Jose
1615059528,1174238463,rule_based,EVT-0026,2023-10-08,PC_ANTIHYPERTENSIVE,primary care,Southeast,239.16666666666666,222.5,True,1,primary care,Southeast,Southeast,12,14,6.968641114982575,Savannah,Raleigh
1644815767,1937514325,rule_based,EVT-0026,2023-10-08,PC_ANTIHYPERTENSIVE,primary care,West,365.5,330.0,True,1,primary care,West,West,16,15,9.712722298221614,Tacoma,Colorado Springs
1686880901,,rule_based,EVT-0026,2023-10-08,PC_ANTIHYPERTENSIVE,primary care,West,221.16666666666666,,False,,,West,,13,,,Salt Lake City,
1725623817,,rule_based,EVT-0026,2023-10-08,PC_ANTIHYPERTENSIVE,primary care,Southwest,507.8333333333333,,False,,,Southwest,,9,,,Las Vegas,
1732527431,,rule_based,EVT-0026,2023-10-08,PC_ANTIHYPERTENSIVE,primary care,Southeast,289.3333333333333,,False,,,Southeast,,9,,,Arlington,
1747032997,1762971749,rule_based,EVT-0026,2023-10-08,PC_ANTIHYPERTENSIVE,primary care,Northeast,208.66666666666666,228.33333333333334,True,1,primary care,Northeast,Northeast,9,9,9.424920127795538,New York,New Haven
1803233885,,rule_based,EVT-0026,2023-10-08,PC_ANTIHYPERTENSIVE,primary care,Southeast,244.5,,False,,,Southeast,,16,,,Knoxville,
1815807585,1838439200,rule_based,EVT-0026,2023-10-08,PC_ANTIHYPERTENSIVE,primary care,Southeast,453.3333333333333,459.1666666666667,True,1,primary care,Southeast,Southeast,13,16,1.2867647058823615,Knoxville,Greenville
1832506087,,rule_based,EVT-0026,2023-10-08,PC_ANTIHYPERTENSIVE,primary care,Midwest,596.8333333333334,,False,,,Midwest,,14,,,Grand Rapids,
1924355757,,rule_based,EVT-0026,2023-10-08,PC_ANTIHYPERTENSIVE,primary care,Southwest,292.3333333333333,,False,,,Southwest,,7,,,Albuquerque,
1955620046,,rule_based,EVT-0026,2023-10-08,PC_ANTIHYPERTENSIVE,primary care,Southeast,310.6666666666667,,False,,,Southeast,,8,,,Birmingham,
1228081653,1765149178,rule_based,EVT-0027,2023-10-08,NEURO_MIGRAINE_CGRP,neurology,Southeast,90.33333333333333,95.0,True,1,neurology,Southeast,Southeast,8,10,5.166051660516611,Durham,Greenville
1243754490,,rule_based,EVT-0027,2023-10-08,NEURO_MIGRAINE_CGRP,neurology,Northeast,122.33333333333333,,False,,,Northeast,,6,,,Springfield,
1616418756,,rule_based,EVT-0027,2023-10-08,NEURO_MIGRAINE_CGRP,neurology,Northeast,165.5,,False,,,Northeast,,8,,,Worcester,
1636376422,1925142923,rule_based,EVT-0027,2023-10-08,NEURO_MIGRAINE_CGRP,neurology,Southwest,203.83333333333334,193.16666666666666,True,1,neurology,Southwest,Southwest,7,8,5.233033524121023,San Antonio,Oklahoma City
1788421810,1879821175,rule_based,EVT-0027,2023-10-08,NEURO_MIGRAINE_CGRP,neurology,Northeast,216.83333333333334,225.16666666666666,True,1,neurology,Northeast,Northeast,15,12,3.843197540353565,Springfield,Camden
1921646299,1081031506,rule_based,EVT-0027,2023-10-08,NEURO_MIGRAINE_CGRP,neurology,Southwest,377.5,354.8333333333333,True,1,neurology,Southwest,Southwest,9,11,6.0044150110375325,Oklahoma City,Reno
1044666919,,rule_based,EVT-0028,2023-10-08,NEURO_MIGRAINE_CGRP,neurology,Southeast,124.83333333333333,,False,,,Southeast,,17,,,Greenville,
1163199601,,rule_based,EVT-0028,2023-10-08,NEURO_MIGRAINE_CGRP,neurology,Southwest,243.0,,False,,,Southwest,,17,,,Oklahoma City,
1204261733,1095874958,rule_based,EVT-0028,2023-10-08,NEURO_MIGRAINE_CGRP,neurology,Southeast,242.16666666666666,219.83333333333334,True,1,neurology,Southeast,Southeast,7,8,9.222298692360626,Chattanooga,Tampa
1204787067,1527981900,rule_based,EVT-0028,2023-10-08,NEURO_MIGRAINE_CGRP,neurology,Northeast,166.16666666666666,165.66666666666666,True,1,neurology,Northeast,Northeast,13,14,0.30090270812437314,Buffalo,Syracuse
1330017819,,rule_based,EVT-0028,2023-10-08,NEURO_MIGRAINE_CGRP,neurology,Southwest,309.0,,False,,,Southwest,,18,,,Santa Fe,
1467704312,1980975555,rule_based,EVT-0028,2023-10-08,NEURO_MIGRAINE_CGRP,neurology,Northeast,182.16666666666666,197.33333333333334,True,1,neurology,Northeast,Northeast,13,10,8.325709057639536,Worcester,Bangor
1512844550,,rule_based,EVT-0028,2023-10-08,NEURO_MIGRAINE_CGRP,neurology,Southwest,231.66666666666666,,False,,,Southwest,,15,,,Tulsa,
1636376422,1925142923,rule_based,EVT-0028,2023-10-08,NEURO_MIGRAINE_CGRP,neurology,Southwest,203.83333333333334,193.16666666666666,True,1,neurology,Southwest,Southwest,7,8,5.233033524121023,San Antonio,Oklahoma City
1824149854,1334266743,rule_based,EVT-0028,2023-10-08,NEURO_MIGRAINE_CGRP,neurology,Southeast,227.83333333333334,239.0,True,1,neurology,Southeast,Southeast,12,11,4.901243599122161,Memphis,Greenville
1011940271,,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,endocrinology,Northeast,143.5,,False,,,Northeast,,7,,,Princeton,
1107038659,1449048093,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,endocrinology,Northeast,146.5,153.33333333333334,True,1,endocrinology,Northeast,Northeast,10,8,4.664391353811156,New York,Rochester
1124726435,,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,primary care,Northeast,399.0,,False,,,Northeast,,14,,,Allentown,
1129206672,,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,pulmonology,Northeast,307.5,,False,,,Northeast,,27,,,Jersey City,
1133042691,1885189138,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,cardiology,Northeast,160.83333333333334,165.16666666666666,True,1,cardiology,Northeast,Northeast,6,7,2.694300518134703,Worcester,Syracuse
1144669185,,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,primary care,Northeast,532.0,,False,,,Northeast,,16,,,Allentown,
1213511599,,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,primary care,Northeast,644.3333333333334,,False,,,Northeast,,30,,,Bangor,
1257723886,1004543439,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,endocrinology,Southwest,192.66666666666666,174.33333333333334,True,1,endocrinology,Southwest,Southwest,11,11,9.515570934256045,Phoenix,Fort Worth
1315385710,,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,primary care,Northeast,379.3333333333333,,False,,,Northeast,,20,,,Worcester,
1324722952,1297391371,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,endocrinology,Northeast,123.16666666666667,118.33333333333333,True,1,endocrinology,Northeast,Northeast,12,15,3.9242219215155694,Stamford,Boston
1326516303,,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,oncology,Southwest,338.1666666666667,,False,,,Southwest,,12,,,Phoenix,
1327009084,1251411553,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,neurology,Southwest,93.83333333333333,87.83333333333333,True,1,neurology,Southwest,Southwest,13,11,6.394316163410302,Scottsdale,Reno
1330156328,,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,endocrinology,Southwest,37.333333333333336,,False,,,Southwest,,6,,,Santa Fe,
1398789739,,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,neurology,Northeast,109.5,,False,,,Northeast,,26,,,Philadelphia,
1425340662,,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,primary care,Southwest,346.0,,False,,,Southwest,,17,,,Austin,
1435662964,,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,endocrinology,West,225.33333333333334,,False,,,West,,5,,,Seattle,
1475115246,,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,cardiology,Southeast,130.0,,False,,,Southeast,,17,,,Macon,
1523987174,1712965692,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,neurology,West,93.33333333333333,92.83333333333333,True,1,neurology,West,West,8,9,0.5357142857142857,Denver,San Jose
1645233598,,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,endocrinology,Northeast,377.3333333333333,,False,,,Northeast,,10,,,Boston,
1648553570,,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,cardiology,Southwest,538.1666666666666,,False,,,Southwest,,11,,,Houston,
1666389063,,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,endocrinology,Midwest,118.0,,False,,,Midwest,,17,,,Indianapolis,
1681501296,1809220084,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,pulmonology,West,133.66666666666666,126.66666666666667,True,1,pulmonology,West,West,8,9,5.236907730673306,Spokane,Los Angeles
1689059347,1650044724,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,primary care,Southwest,111.5,117.33333333333333,True,1,primary care,Southwest,Southwest,9,11,5.2316890881913265,Reno,Reno
1702497342,1100495849,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,endocrinology,Southeast,232.5,252.66666666666666,True,1,endocrinology,Southeast,Southeast,9,8,8.673835125448024,Knoxville,Mobile
1710163217,,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,cardiology,Northeast,186.33333333333334,,False,,,Northeast,,11,,,Albany,
1738903891,,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,endocrinology,Southeast,393.0,,False,,,Southeast,,18,,,Charlotte,
1740626134,,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,endocrinology,Southwest,214.83333333333334,,False,,,Southwest,,5,,,Oklahoma City,
1856406925,1746587884,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,cardiology,Northeast,127.83333333333333,140.5,True,1,cardiology,Northeast,Northeast,12,12,9.90873533246415,Pittsburgh,Pittsburgh
1908168895,,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,primary care,Southwest,114.0,,False,,,Southwest,,16,,,Albuquerque,
1910188758,1971977354,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,endocrinology,Southeast,102.66666666666667,101.66666666666667,True,1,endocrinology,Southeast,Southeast,16,15,0.974025974025974,Charlottesville,Mobile
1922670785,,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,primary care,Southeast,339.0,,False,,,Southeast,,30,,,Augusta,
1927430854,1080672524,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,primary care,Southeast,261.5,257.3333333333333,True,1,primary care,Southeast,Southeast,13,10,1.5933715742511227,Richmond,Memphis
1965727443,,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,primary care,West,207.16666666666666,,False,,,West,,35,,,Denver,
1967802350,,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,pulmonology,Midwest,110.66666666666667,,False,,,Midwest,,12,,,Lansing,
1050705288,,rule_based,EVT-0030,2023-10-10,ENDO_BASAL_INSULIN,endocrinology,Southeast,624.0,,False,,,Southeast,,21,,,Atlanta,
1076376403,,rule_based,EVT-0030,2023-10-10,ENDO_BASAL_INSULIN,endocrinology,Northeast,466.8333333333333,,False,,,Northeast,,18,,,Boston,
1137408567,,rule_based,EVT-0030,2023-10-10,ENDO_BASAL_INSULIN,endocrinology,Northeast,419.0,,False,,,Northeast,,10,,,Allentown,
1174145494,,rule_based,EVT-0030,2023-10-10,ENDO_BASAL_INSULIN,endocrinology,Northeast,307.8333333333333,,False,,,Northeast,,7,,,Hartford,
1237205202,1297391371,rule_based,EVT-0030,2023-10-10,ENDO_BASAL_INSULIN,endocrinology,Northeast,150.66666666666666,154.0,True,1,endocrinology,Northeast,Northeast,13,15,2.21238938053098,Buffalo,Boston
1249657408,,rule_based,EVT-0030,2023-10-10,ENDO_BASAL_INSULIN,endocrinology,Northeast,255.0,,False,,,Northeast,,8,,,Princeton,
1305686507,,rule_based,EVT-0030,2023-10-10,ENDO_BASAL_INSULIN,endocrinology,Southwest,231.83333333333334,,False,,,Southwest,,8,,,Austin,
1423753536,1174785596,rule_based,EVT-0030,2023-10-10,ENDO_BASAL_INSULIN,endocrinology,Northeast,305.0,324.0,True,1,endocrinology,Northeast,Northeast,19,18,6.229508196721312,Allentown,Philadelphia
1453128708,1299832539,rule_based,EVT-0030,2023-10-10,ENDO_BASAL_INSULIN,endocrinology,Northeast,265.6666666666667,268.5,True,1,endocrinology,Northeast,Northeast,22,19,1.0664993726474206,Cambridge,Newark
1497642888,1333043895,rule_based,EVT-0030,2023-10-10,ENDO_BASAL_INSULIN,endocrinology,Northeast,202.0,219.16666666666666,True,1,endocrinology,Northeast,Northeast,10,12,8.498349834983495,Pittsburgh,Albany
1645233598,,rule_based,EVT-0030,2023-10-10,ENDO_BASAL_INSULIN,endocrinology,Northeast,395.5,,False,,,Northeast,,10,,,Boston,
1657025858,,rule_based,EVT-0030,2023-10-10,ENDO_BASAL_INSULIN,endocrinology,Northeast,400.3333333333333,,False,,,Northeast,,10,,,Buffalo,
1706645516,1630629040,rule_based,EVT-0030,2023-10-10,ENDO_BASAL_INSULIN,endocrinology,Southeast,168.33333333333334,157.33333333333334,True,1,endocrinology,Southeast,Southeast,9,6,6.534653465346535,Mobile,Greenville
1738903891,,rule_based,EVT-0030,2023-10-10,ENDO_BASAL_INSULIN,endocrinology,Southeast,414.8333333333333,,False,,,Southeast,,18,,,Charlotte,
1746046261,1708639657,rule_based,EVT-0030,2023-10-10,ENDO_BASAL_INSULIN,endocrinology,Northeast,170.0,171.16666666666666,True,1,endocrinology,Northeast,Northeast,4,7,0.686274509803916,Hershey,Worcester
1758794279,1730655531,rule_based,EVT-0030,2023-10-10,ENDO_BASAL_INSULIN,endocrinology,Northeast,351.3333333333333,362.8333333333333,True,1,endocrinology,Northeast,Northeast,7,9,3.273244781783682,Jersey City,New Haven
1803502636,,rule_based,EVT-0030,2023-10-10,ENDO_BASAL_INSULIN,endocrinology,Northeast,215.16666666666666,,False,,,Northeast,,7,,,Princeton,
1885387740,,rule_based,EVT-0030,2023-10-10,ENDO_BASAL_INSULIN,endocrinology,Northeast,598.5,,False,,,Northeast,,38,,,Syracuse,
1949335115,,rule_based,EVT-0030,2023-10-10,ENDO_BASAL_INSULIN,endocrinology,Southeast,484.3333333333333,,False,,,Southeast,,8,,,Nashville,
1964945871,1677860136,rule_based,EVT-0030,2023-10-10,ENDO_BASAL_INSULIN,endocrinology,Northeast,290.0,276.0,True,1,endocrinology,Northeast,Northeast,6,5,4.827586206896552,New Haven,Buffalo
1939785840,,rule_based,EVT-0029,2023-10-09,CV_ANTICOAG_ORAL,endocrinology,Southwest,306.1666666666667,,False,,,Southwest,,30,,,Austin,
1040239976,,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,rheumatology,Northeast,119.16666666666667,,False,,,Northeast,,24,,,New York,
1050705288,,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,endocrinology,Southeast,500.5,,False,,,Southeast,,21,,,Atlanta,
1078096579,1286477181,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,cardiology,Midwest,294.6666666666667,274.6666666666667,True,1,cardiology,Midwest,Midwest,13,10,6.787330316742081,Rochester,Green Bay
1123148250,,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,cardiology,Southwest,230.66666666666666,,False,,,Southwest,,19,,,Austin,
1133130363,1261377760,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,primary care,Northeast,171.66666666666666,160.33333333333334,True,1,primary care,Northeast,Northeast,13,14,6.6019417475728055,Hartford,Stamford
1163199601,,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,neurology,Southwest,154.83333333333334,,False,,,Southwest,,17,,,Oklahoma City,
1169238601,,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,cardiology,Midwest,204.16666666666666,,False,,,Midwest,,16,,,St. Paul,
1204787067,1774691384,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,neurology,Northeast,66.16666666666667,65.66666666666667,True,1,neurology,Northeast,Northeast,13,12,0.7556675062972292,Buffalo,Bangor
1265952337,,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,cardiology,Northeast,138.0,,False,,,Northeast,,22,,,Syracuse,
1280087226,,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,primary care,Northeast,312.8333333333333,,False,,,Northeast,,10,,,Rochester,
1296552940,1742974847,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,primary care,Northeast,57.5,59.833333333333336,True,1,primary care,Northeast,Northeast,8,7,4.057971014492757,Rochester,Princeton
1299418347,1331020234,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,cardiology,Northeast,96.83333333333333,101.5,True,1,cardiology,Northeast,Northeast,18,19,4.81927710843374,Springfield,Syracuse
1352578078,1132792726,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,pulmonology,Southeast,144.0,129.83333333333334,True,1,pulmonology,Southeast,Southeast,14,16,9.837962962962957,Huntsville,Knoxville
1393791409,,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,rheumatology,Midwest,193.0,,False,,,Midwest,,25,,,Rockford,
1443520683,1200346587,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,cardiology,Midwest,179.66666666666666,188.0,True,1,cardiology,Midwest,Midwest,9,8,4.6382189239332146,Chicago,Chicago
1481247389,,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,primary care,Southeast,180.16666666666666,,False,,,Southeast,,24,,,Winston-Salem,
1598661571,,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,rheumatology,Northeast,184.33333333333334,,False,,,Northeast,,10,,,Stamford,
1635476009,,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,neurology,Northeast,184.16666666666666,,False,,,Northeast,,18,,,Hartford,
1645233598,,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,endocrinology,Northeast,377.3333333333333,,False,,,Northeast,,10,,,Boston,
1648553570,,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,cardiology,Southwest,538.1666666666666,,False,,,Southwest,,11,,,Houston,
1704331150,,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,endocrinology,West,239.83333333333334,,False,,,West,,11,,,Denver,
1724092733,1056679651,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,cardiology,Northeast,202.5,200.33333333333334,True,1,cardiology,Northeast,Northeast,5,6,1.0699588477366209,Pittsburgh,Philadelphia
1742859469,,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,pulmonology,West,186.83333333333334,,False,,,West,,2,,,Spokane,
1760628762,,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,cardiology,Southwest,89.5,,False,,,Southwest,,13,,,Oklahoma City,
1768225918,1785926670,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,endocrinology,Midwest,167.0,156.66666666666666,True,1,endocrinology,Midwest,Midwest,9,12,6.187624750499008,South Bend,Green Bay
1808310134,,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,rheumatology,Southwest,228.83333333333334,,False,,,Southwest,,12,,,Santa Fe,
1824172013,1842420535,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,primary care,Midwest,236.5,218.0,True,1,primary care,Midwest,Midwest,10,11,7.822410147991543,Grand Rapids,Springfield
1856406925,1746587884,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,cardiology,Northeast,127.83333333333333,140.5,True,1,cardiology,Northeast,Northeast,12,12,9.90873533246415,Pittsburgh,Pittsburgh
1885189138,1042224778,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,cardiology,Northeast,165.16666666666666,173.5,True,1,cardiology,Northeast,Northeast,7,6,5.045408678102933,Syracuse,Albany
1897395806,1779918477,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,cardiology,Northeast,237.66666666666666,222.83333333333334,True,1,cardiology,Northeast,Northeast,15,17,6.24123422159887,Portland,New Haven
1991291398,,rule_based,EVT-0031,2023-10-16,CV_ANTICOAG_ORAL,rheumatology,Southwest,385.1666666666667,,False,,,Southwest,,11,,,Austin,
1075036339,1767249513,rule_based,EVT-0032,2023-10-16,PULM_ICS_LABA_INH,pulmonology,West,180.66666666666666,175.66666666666666,True,1,pulmonology,West,West,5,8,2.7675276752767526,Tacoma,Boulder
1139166684,,rule_based,EVT-0032,2023-10-16,PULM_ICS_LABA_INH,pulmonology,Midwest,223.66666666666666,,False,,,Midwest,,5,,,Green Bay,
1198262952,,rule_based,EVT-0032,2023-10-16,PULM_ICS_LABA_INH,pulmonology,Northeast,551.3333333333334,,False,,,Northeast,,5,,,Hartford,
1229022169,,rule_based,EVT-0032,2023-10-16,PULM_ICS_LABA_INH,pulmonology,West,135.33333333333334,,False,,,West,,13,,,Denver,
1533003293,,rule_based,EVT-0032,2023-10-16,PULM_ICS_LABA_INH,pulmonology,Midwest,232.83333333333334,,False,,,Midwest,,5,,,Green Bay,
1655727265,,rule_based,EVT-0032,2023-10-16,PULM_ICS_LABA_INH,pulmonology,Northeast,381.3333333333333,,False,,,Northeast,,12,,,Bangor,
1681501296,1058613039,rule_based,EVT-0032,2023-10-16,PULM_ICS_LABA_INH,pulmonology,West,97.0,105.83333333333333,True,1,pulmonology,West,West,8,10,9.10652920962199,Spokane,Salt Lake City
1704308638,,rule_based,EVT-0032,2023-10-16,PULM_ICS_LABA_INH,pulmonology,Southeast,395.0,,False,,,Southeast,,15,,,Arlington,
1710487228,,rule_based,EVT-0032,2023-10-16,PULM_ICS_LABA_INH,pulmonology,Midwest,105.5,,False,,,Midwest,,18,,,Milwaukee,
1854852153,,rule_based,EVT-0032,2023-10-16,PULM_ICS_LABA_INH,pulmonology,Southwest,176.5,,False,,,Southwest,,17,,,Houston,
1889776344,1320611266,rule_based,EVT-0032,2023-10-16,PULM_ICS_LABA_INH,pulmonology,Northeast,193.0,188.16666666666666,True,1,pulmonology,Northeast,Northeast,7,7,2.5043177892918873,Camden,Springfield
1025231352,,rule_based,EVT-0033,2023-10-20,METABOLIC_GLP1_INJ,rheumatology,Northeast,301.6666666666667,,False,,,Northeast,,6,,,Syracuse,
1044666919,,rule_based,EVT-0033,2023-10-20,METABOLIC_GLP1_INJ,neurology,Southeast,221.33333333333334,,False,,,Southeast,,17,,,Greenville,
1050705288,1769333869,rule_based,EVT-0033,2023-10-20,METABOLIC_GLP1_INJ,endocrinology,Southeast,134.16666666666666,140.83333333333334,True,1,endocrinology,Southeast,Southeast,21,20,4.968944099378896,Atlanta,Columbia
1098995024,,rule_based,EVT-0033,2023-10-20,METABOLIC_GLP1_INJ,primary care,Northeast,100.16666666666667,,False,,,Northeast,,6,,,Pittsburgh,
1198262952,,rule_based,EVT-0033,2023-10-20,METABOLIC_GLP1_INJ,pulmonology,Northeast,81.0,,False,,,Northeast,,5,,,Hartford,
1202669523,1766730505,rule_based,EVT-0033,2023-10-20,METABOLIC_GLP1_INJ,cardiology,Midwest,234.16666666666666,211.83333333333334,True,1,cardiology,Midwest,Midwest,15,12,9.537366548042698,Fort Wayne,Ann Arbor
1243754490,1045376799,rule_based,EVT-0033,2023-10-20,METABOLIC_GLP1_INJ,neurology,Northeast,125.0,128.66666666666666,True,1,neurology,Northeast,Northeast,6,7,2.9333333333333256,Springfield,Philadelphia
1274985831,1795350721,rule_based,EVT-0033,2023-10-20,METABOLIC_GLP1_INJ,rheumatology,Southwest,155.16666666666666,159.16666666666666,True,1,rheumatology,Southwest,Southwest,5,6,2.577873254564984,Tucson,Oklahoma City
1300654963,,rule_based,EVT-0033,2023-10-20,METABOLIC_GLP1_INJ,primary care,Northeast,255.66666666666666,,False,,,Northeast,,9,,,Albany,
1309371148,1527981900,rule_based,EVT-0033,2023-10-20,METABOLIC_GLP1_INJ,neurology,Northeast,83.16666666666667,85.83333333333333,True,1,neurology,Northeast,Northeast,12,14,3.206412825651291,Syracuse,Syracuse
1330156328,,rule_based,EVT-0033,2023-10-20,METABOLIC_GLP1_INJ,endocrinology,Southwest,172.66666666666666,,False,,,Southwest,,6,,,Santa Fe,
1341556789,,rule_based,EVT-0033,2023-10-20,METABOLIC_GLP1_INJ,cardiology,West,252.16666666666666,,False,,,West,,17,,,Seattle,
1394609428,,rule_based,EVT-0033,2023-10-20,METABOLIC_GLP1_INJ,endocrinology,Southwest,290.5,,False,,,Southwest,,4,,,Reno,
1418997171,,rule_based,EVT-0033,2023-10-20,METABOLIC_GLP1_INJ,primary care,Northeast,269.3333333333333,,False,,,Northeast,,18,,,Jersey City,
1494868502,,rule_based,EVT-0033,2023-10-20,METABOLIC_GLP1_INJ,cardiology,Southeast,59.5,,False,,,Southeast,,7,,,Huntsville,
1546151204,1473494189,rule_based,EVT-0033,2023-10-20,METABOLIC_GLP1_INJ,primary care,Northeast,197.66666666666666,198.5,True,1,primary care,Northeast,Northeast,13,13,0.4215851602023657,Newark,Bangor
1552813903,1665478461,rule_based,EVT-0033,2023-10-20,METABOLIC_GLP1_INJ,primary care,Northeast,127.0,128.16666666666666,True,1,primary care,Northeast,Northeast,10,10,0.9186351706036671,Newark,New York
1561159348,,rule_based,EVT-0033,2023-10-20,METABOLIC_GLP1_INJ,neurology,Northeast,235.83333333333334,,False,,,Northeast,,7,,,Portland,
1583696442,,rule_based,EVT-0033,2023-10-20,METABOLIC_GLP1_INJ,endocrinology,West,114.16666666666667,,False,,,West,,18,,,Portland,
1598661571,1418704015,rule_based,EVT-0033,2023-10-20,METABOLIC_GLP1_INJ,rheumatology,Northeast,79.16666666666667,76.66666666666667,True,1,rheumatology,Northeast,Northeast,10,11,3.1578947368421053,Stamford,Springfield
1599989245,1507378861,rule_based,EVT-0033,2023-10-20,METABOLIC_GLP1_INJ,oncology,Northeast,65.16666666666667,60.666666666666664,True,1,oncology,Northeast,Northeast,13,13,6.905370843989781,New York,Buffalo
1610177150,,rule_based,EVT-0033,2023-10-20,METABOLIC_GLP1_INJ,cardiology,Southeast,138.5,,False,,,Southeast,,19,,,Mobile,
